CustomerID,CustomerName,Age,Gender,MaritalStatus,AnnualIncome_INR,EmploymentType,CreditScore,GeographicRegion
CUST-00611,Kamal Kumar,29,Male,Married,837000,Salaried Corporate,574,Bengaluru
CUST-00612,Shivam Chawla,47,Male,Married,1197000,Salaried Corporate,850,Delhi NCR
CUST-00613,Chetan Kulkarni,22,Male,Divorced,669000,Self-Employed Professional,679,Bengaluru
CUST-00614,Tushar Pandey,25,Male,Married,755000,Self-Employed Professional,796,Mumbai
CUST-00615,Baldev Gill,49,Male,Widowed,912000,Salaried Corporate,815,Bengaluru
CUST-00616,Sanjana Pillai,57,Female,Single,919000,Salaried Corporate,843,Delhi NCR
CUST-00617,Ranjan Joshi,58,Male,Married,1348000,Salaried Corporate,738,Ahmedabad
CUST-00618,Komal Arora,39,Female,Married,987000,Government Employee,769,Lucknow
CUST-00619,Pankaj Verma,28,Male,Married,577000,Self-Employed Professional,839,Kolkata
CUST-00620,Aman Kapoor,65,Male,Single,1329000,Government Employee,661,Mumbai
CUST-00621,Lata Malhotra,21,Female,Widowed,725000,Salaried Corporate,783,Mumbai
CUST-00622,Preeti Jain,42,Female,Married,958000,Salaried Corporate,675,Pune
CUST-00623,Bhupendra Kulkarni,37,Male,Married,1312000,Business Owner,732,Hyderabad
CUST-00624,Nikita Pathak,27,Female,Married,314000,Salaried Corporate,739,Ahmedabad
CUST-00625,Aisha Desai,45,Female,Single,1135000,Self-Employed Professional,657,Ahmedabad
CUST-00626,Shikha Deshmukh,65,Female,Widowed,1073000,Salaried Corporate,783,Bengaluru
CUST-00627,Shikha Arora,24,Female,Married,742000,Salaried Corporate,770,Pune
CUST-00628,Aanya Joshi,56,Female,Single,841000,Self-Employed Professional,850,Kolkata
CUST-00629,Kamal Goel,26,Male,Single,642000,Salaried Corporate,760,Ahmedabad
CUST-00630,Gayatri Banerjee,51,Female,Married,1626000,Business Owner,619,Bengaluru
CUST-00631,Utkarsh Mehra,39,Male,Single,732000,Government Employee,696,Ahmedabad
CUST-00632,Monika Shah,64,Female,Divorced,1292000,Self-Employed Professional,744,Lucknow
CUST-00633,Deepak Kumar,59,Male,Widowed,934000,Salaried Corporate,747,Jaipur
CUST-00634,Saurabh Singh,47,Male,Married,987000,Business Owner,698,Bengaluru
CUST-00635,Sunil Roy,30,Male,Married,1005000,Salaried Corporate,747,Delhi NCR
CUST-00636,Aditya Yadav,46,Male,Married,588000,Salaried Corporate,694,Delhi NCR
CUST-00637,Karan Kulkarni,39,Male,Single,501000,Self-Employed Professional,668,Pune
CUST-00638,Muskan Mehra,59,Female,Married,886000,Self-Employed Professional,786,Lucknow
CUST-00639,Prachi Shah,23,Female,Married,776000,Business Owner,672,Mumbai
CUST-00640,Riya Bansal,65,Female,Married,1288000,Government Employee,772,Chennai
CUST-00641,Baldev Das,33,Male,Married,550000,Government Employee,688,Kolkata
CUST-00642,Archana Das,48,Female,Single,809000,Government Employee,821,Pune
CUST-00643,Suresh Banerjee,40,Male,Married,918000,Salaried Corporate,839,Ahmedabad
CUST-00644,Rahul Nair,48,Male,Married,947000,Salaried Corporate,689,Chennai
CUST-00645,Radhika Chawla,28,Female,Married,240000,Salaried Corporate,672,Mumbai
CUST-00646,Ananya Naidu,61,Female,Married,668000,Self-Employed Professional,662,Jaipur
CUST-00647,Anuj Naidu,59,Male,Married,888000,Self-Employed Professional,626,Pune
CUST-00648,Chetan Bose,21,Male,Single,766000,Self-Employed Professional,680,Pune
CUST-00649,Naveen Trivedi,23,Male,Married,638000,Government Employee,650,Mumbai
CUST-00650,Pranav Chatterjee,33,Male,Married,883000,Salaried Corporate,680,Pune
CUST-00651,Girish Patil,48,Male,Single,885000,Salaried Corporate,708,Bengaluru
CUST-00652,Shreya Yadav,45,Female,Married,830000,Salaried Corporate,794,Lucknow
CUST-00653,Ekta Singh,53,Female,Widowed,814000,Government Employee,850,Bengaluru
CUST-00654,Sapna Gupta,58,Female,Married,1608000,Salaried Corporate,701,Lucknow
CUST-00655,Abhishek Garg,26,Male,Married,901000,Government Employee,633,Ahmedabad
CUST-00656,Amrita Reddy,64,Female,Married,814000,Government Employee,850,Jaipur
CUST-00657,Tarun Kapoor,65,Male,Single,1428000,Salaried Corporate,757,Chennai
CUST-00658,Shashank Mehta,52,Male,Single,1106000,Government Employee,708,Bengaluru
CUST-00659,Harish Desai,65,Male,Married,1157000,Salaried Corporate,773,Ahmedabad
CUST-00660,Anisha Choudhary,67,Female,Married,810000,Salaried Corporate,816,Bengaluru
CUST-00661,Divya Chawla,41,Female,Married,832000,Salaried Corporate,678,Kolkata
CUST-00662,Rajesh Sen,36,Male,Married,1058000,Government Employee,799,Delhi NCR
CUST-00663,Rahul Rao,41,Male,Single,819000,Salaried Corporate,660,Chennai
CUST-00664,Sunil Chawla,31,Male,Married,995000,Salaried Corporate,720,Ahmedabad
CUST-00665,Tanvi Patel,57,Female,Married,1514000,Self-Employed Professional,806,Bengaluru
CUST-00666,Baldev Dhawan,56,Male,Married,1052000,Salaried Corporate,831,Jaipur
CUST-00667,Ranjan Roy,55,Male,Married,1335000,Self-Employed Professional,596,Jaipur
CUST-00668,Ishita Chatterjee,39,Female,Divorced,938000,Government Employee,798,Bengaluru
CUST-00669,Nitin Mishra,40,Male,Single,748000,Salaried Corporate,631,Bengaluru
CUST-00670,Nitin Shinde,38,Male,Single,1377000,Salaried Corporate,823,Pune
CUST-00671,Manoj Arora,67,Male,Married,1263000,Salaried Corporate,608,Jaipur
CUST-00672,Ruchi Aggarwal,61,Female,Single,1579000,Business Owner,850,Mumbai
CUST-00673,Sanjay Naidu,34,Male,Married,1057000,Salaried Corporate,699,Mumbai
CUST-00674,Amrita Dhawan,35,Female,Single,763000,Salaried Corporate,817,Mumbai
CUST-00675,Prachi Dutta,51,Female,Married,1002000,Government Employee,733,Hyderabad
CUST-00676,Alok Singh,21,Male,Single,783000,Salaried Corporate,758,Kolkata
CUST-00677,Rajesh Chawla,23,Male,Married,304000,Self-Employed Professional,760,Delhi NCR
CUST-00678,Gaurav Verma,36,Male,Married,400000,Government Employee,807,Bengaluru
CUST-00679,Sanjay Gupta,43,Male,Single,786000,Salaried Corporate,755,Hyderabad
CUST-00680,Lata Choudhary,31,Female,Married,240000,Salaried Corporate,775,Mumbai
CUST-00681,Priyanka Malhotra,32,Female,Married,1111000,Salaried Corporate,683,Delhi NCR
CUST-00682,Vineet Gupta,30,Male,Married,374000,Self-Employed Professional,623,Delhi NCR
CUST-00683,Divyansh Patil,52,Male,Single,1171000,Salaried Corporate,687,Chennai
CUST-00684,Praveen Chawla,36,Male,Married,619000,Self-Employed Professional,726,Hyderabad
CUST-00685,Ayush Mukherjee,28,Male,Married,599000,Salaried Corporate,816,Kolkata
CUST-00686,Tanya Chawla,58,Female,Single,1445000,Salaried Corporate,754,Ahmedabad
CUST-00687,Lalit Shah,32,Male,Divorced,825000,Salaried Corporate,746,Delhi NCR
CUST-00688,Anjali Sen,44,Female,Single,1200000,Salaried Corporate,759,Delhi NCR
CUST-00689,Tushar Malhotra,48,Male,Divorced,1272000,Salaried Corporate,850,Pune
CUST-00690,Divya Mehta,28,Female,Married,811000,Salaried Corporate,687,Hyderabad
CUST-00691,Manisha Kulkarni,48,Female,Married,1192000,Business Owner,669,Lucknow
CUST-00692,Inderjeet Dutta,56,Male,Married,1298000,Salaried Corporate,781,Delhi NCR
CUST-00693,Shreyas Garg,46,Male,Married,699000,Government Employee,843,Jaipur
CUST-00694,Ayush Arora,28,Male,Divorced,475000,Salaried Corporate,726,Jaipur
CUST-00695,Sanjay Joshi,48,Male,Married,872000,Salaried Corporate,748,Lucknow
CUST-00696,Nidhi Shinde,48,Female,Married,661000,Government Employee,749,Hyderabad
CUST-00697,Archana Banerjee,57,Female,Married,967000,Salaried Corporate,709,Delhi NCR
CUST-00698,Naina Aggarwal,61,Female,Married,866000,Self-Employed Professional,674,Bengaluru
CUST-00699,Isha Chawla,56,Female,Single,990000,Salaried Corporate,718,Ahmedabad
CUST-00700,Deepak Garg,47,Male,Divorced,483000,Salaried Corporate,783,Ahmedabad
CUST-00701,Lata Menon,37,Female,Married,976000,Business Owner,739,Kolkata
CUST-00702,Priyanka Banerjee,29,Female,Single,758000,Salaried Corporate,803,Hyderabad
CUST-00703,Praveen Grover,53,Male,Married,884000,Self-Employed Professional,602,Mumbai
CUST-00704,Vijay Trivedi,40,Male,Married,873000,Self-Employed Professional,847,Lucknow
CUST-00705,Bhavesh Singh,33,Male,Married,1042000,Salaried Corporate,779,Jaipur
CUST-00706,Rohit Kulkarni,48,Male,Married,1850000,Business Owner,689,Kolkata
CUST-00707,Shivam Das,49,Male,Single,829000,Salaried Corporate,738,Mumbai
CUST-00708,Ritu Mukherjee,33,Female,Married,240000,Salaried Corporate,816,Pune
CUST-00709,Disha Reddy,66,Female,Divorced,1104000,Government Employee,690,Bengaluru
CUST-00710,Sandeep Grover,55,Male,Married,1179000,Salaried Corporate,682,Delhi NCR
CUST-00711,Pankaj Trivedi,26,Male,Married,944000,Business Owner,680,Bengaluru
CUST-00712,Vandana Yadav,38,Female,Single,559000,Self-Employed Professional,655,Chennai
CUST-00713,Ishita Trivedi,25,Female,Single,523000,Self-Employed Professional,680,Kolkata
CUST-00714,Suresh Kumar,67,Male,Married,1337000,Self-Employed Professional,751,Lucknow
CUST-00715,Divya Das,45,Female,Single,567000,Salaried Corporate,780,Jaipur
CUST-00716,Harshita Aggarwal,22,Female,Married,560000,Self-Employed Professional,719,Lucknow
CUST-00717,Komal Naidu,30,Female,Married,784000,Government Employee,795,Kolkata
CUST-00718,Tushar Desai,50,Male,Married,793000,Salaried Corporate,727,Mumbai
CUST-00719,Kamal Garg,65,Male,Married,838000,Salaried Corporate,796,Kolkata
CUST-00720,Vandana Patel,25,Female,Divorced,519000,Salaried Corporate,648,Mumbai
CUST-00721,Mayank Dutta,53,Male,Single,1220000,Salaried Corporate,824,Ahmedabad
CUST-00722,Sonam Choudhary,21,Female,Married,769000,Business Owner,607,Delhi NCR
CUST-00723,Yogesh Bose,38,Male,Divorced,541000,Self-Employed Professional,735,Delhi NCR
CUST-00724,Gautam Shinde,52,Male,Divorced,1051000,Salaried Corporate,850,Mumbai
CUST-00725,Nishant Mukherjee,67,Male,Married,512000,Self-Employed Professional,542,Jaipur
CUST-00726,Amit Joshi,31,Male,Married,441000,Salaried Corporate,582,Ahmedabad
CUST-00727,Yashika Mehta,41,Female,Single,1193000,Salaried Corporate,808,Jaipur
CUST-00728,Vivek Khanna,46,Male,Single,963000,Business Owner,640,Ahmedabad
CUST-00729,Anjali Menon,45,Female,Married,781000,Salaried Corporate,748,Hyderabad
CUST-00730,Vaishali Desai,42,Female,Single,1087000,Salaried Corporate,850,Jaipur
CUST-00731,Mayank Nair,47,Male,Married,973000,Salaried Corporate,732,Ahmedabad
CUST-00732,Rashmi Joshi,33,Female,Married,540000,Self-Employed Professional,721,Mumbai
CUST-00733,Ayush Deshmukh,53,Male,Single,1090000,Salaried Corporate,726,Lucknow
CUST-00734,Saloni Khanna,54,Female,Single,1078000,Government Employee,742,Pune
CUST-00735,Kavita Rao,61,Female,Married,770000,Government Employee,744,Jaipur
CUST-00736,Nikhil Kulkarni,55,Male,Single,711000,Self-Employed Professional,729,Ahmedabad
CUST-00737,Pankaj Kapoor,21,Male,Married,642000,Salaried Corporate,795,Mumbai
CUST-00738,Preeti Pillai,41,Female,Divorced,870000,Government Employee,689,Chennai
CUST-00739,Nidhi Shah,26,Female,Divorced,758000,Government Employee,719,Chennai
CUST-00740,Deepak Patel,48,Male,Married,1705000,Business Owner,618,Delhi NCR
CUST-00741,Laxmi Pathak,37,Female,Married,533000,Salaried Corporate,666,Delhi NCR
CUST-00742,Aman Desai,25,Male,Married,1154000,Salaried Corporate,745,Mumbai
CUST-00743,Radhika Dutta,51,Female,Married,738000,Salaried Corporate,615,Chennai
CUST-00744,Gaurav Reddy,25,Male,Married,934000,Salaried Corporate,643,Jaipur
CUST-00745,Yashika Dhawan,58,Female,Single,1123000,Salaried Corporate,721,Ahmedabad
CUST-00746,Gaurav Menon,23,Male,Single,1020000,Government Employee,698,Pune
CUST-00747,Shalini Menon,43,Female,Married,783000,Self-Employed Professional,753,Ahmedabad
CUST-00748,Neha Menon,57,Female,Divorced,1291000,Salaried Corporate,740,Delhi NCR
CUST-00749,Rani Pillai,57,Female,Married,655000,Salaried Corporate,814,Chennai
CUST-00750,Lata Goel,30,Female,Married,489000,Salaried Corporate,610,Delhi NCR
CUST-00751,Pranav Kumar,30,Male,Married,410000,Self-Employed Professional,723,Ahmedabad
CUST-00752,Monika Menon,39,Female,Married,1293000,Salaried Corporate,576,Delhi NCR
CUST-00753,Shikha Desai,37,Female,Married,810000,Salaried Corporate,815,Pune
CUST-00754,Aaradhya Mishra,41,Female,Divorced,906000,Salaried Corporate,786,Kolkata
CUST-00755,Krunal Dhawan,34,Male,Married,752000,Self-Employed Professional,676,Kolkata
CUST-00756,Rajesh Chawla,29,Male,Single,780000,Salaried Corporate,722,Hyderabad
CUST-00757,Rajesh Kumar,66,Male,Married,900000,Self-Employed Professional,823,Ahmedabad
CUST-00758,Vikas Garg,21,Male,Married,757000,Business Owner,817,Kolkata
CUST-00759,Vijay Desai,65,Male,Married,764000,Self-Employed Professional,706,Lucknow
CUST-00760,Radhika Pillai,33,Female,Married,702000,Salaried Corporate,786,Pune
CUST-00761,Vandana Patel,24,Female,Married,476000,Government Employee,746,Hyderabad
CUST-00762,Divya Trivedi,21,Female,Single,612000,Salaried Corporate,742,Delhi NCR
CUST-00763,Rohit Chawla,60,Male,Single,1699000,Salaried Corporate,725,Delhi NCR
CUST-00764,Vikas Chawla,52,Male,Married,1729000,Government Employee,810,Hyderabad
CUST-00765,Kajal Roy,54,Female,Married,745000,Government Employee,664,Ahmedabad
CUST-00766,Suresh Gupta,48,Male,Single,1053000,Salaried Corporate,680,Chennai
CUST-00767,Dhruv Kulkarni,51,Male,Married,1071000,Government Employee,707,Jaipur
CUST-00768,Shikha Das,28,Female,Widowed,518000,Salaried Corporate,697,Delhi NCR
CUST-00769,Divyansh Roy,59,Male,Single,1931000,Business Owner,699,Kolkata
CUST-00770,Tarun Trivedi,46,Male,Married,1215000,Salaried Corporate,692,Mumbai
CUST-00771,Nidhi Aggarwal,54,Female,Married,1318000,Salaried Corporate,763,Delhi NCR
CUST-00772,Mayank Bose,23,Male,Married,316000,Salaried Corporate,674,Jaipur
CUST-00773,Sonam Pillai,32,Female,Divorced,684000,Government Employee,799,Ahmedabad
CUST-00774,Shreyas Kulkarni,21,Male,Married,820000,Business Owner,850,Jaipur
CUST-00775,Naina Nair,64,Female,Married,1074000,Government Employee,736,Kolkata
CUST-00776,Praveen Rao,25,Male,Married,868000,Self-Employed Professional,629,Lucknow
CUST-00777,Deepika Khanna,50,Female,Married,1062000,Self-Employed Professional,670,Jaipur
CUST-00778,Manoj Dhawan,50,Male,Single,992000,Salaried Corporate,769,Hyderabad
CUST-00779,Anjali Roy,37,Female,Married,582000,Salaried Corporate,850,Bengaluru
CUST-00780,Krunal Choudhary,67,Male,Single,1294000,Salaried Corporate,763,Hyderabad
CUST-00781,Yash Mukherjee,43,Male,Married,1085000,Business Owner,623,Pune
CUST-00782,Anisha Bose,35,Female,Divorced,1271000,Business Owner,696,Lucknow
CUST-00783,Gautam Das,57,Male,Married,1278000,Salaried Corporate,686,Hyderabad
CUST-00784,Piyush Pathak,41,Male,Single,1549000,Business Owner,693,Hyderabad
CUST-00785,Kapil Gupta,34,Male,Single,682000,Business Owner,695,Kolkata
CUST-00786,Chirag Garg,22,Male,Married,676000,Salaried Corporate,754,Hyderabad
CUST-00787,Sanjay Reddy,31,Male,Married,699000,Self-Employed Professional,712,Hyderabad
CUST-00788,Divyansh Khanna,59,Male,Married,1229000,Salaried Corporate,698,Jaipur
CUST-00789,Ravi Pillai,58,Male,Married,1389000,Government Employee,745,Jaipur
CUST-00790,Shikha Sen,54,Female,Married,1115000,Salaried Corporate,850,Pune
CUST-00791,Dhruv Das,58,Male,Single,1367000,Salaried Corporate,753,Jaipur
CUST-00792,Nitin Shinde,54,Male,Single,1088000,Salaried Corporate,724,Delhi NCR
CUST-00793,Payal Reddy,38,Female,Single,728000,Business Owner,779,Pune
CUST-00794,Sapna Chatterjee,50,Female,Married,1309000,Salaried Corporate,785,Kolkata
CUST-00795,Pranav Patil,35,Male,Divorced,1049000,Self-Employed Professional,773,Ahmedabad
CUST-00796,Krunal Dutta,47,Male,Single,959000,Business Owner,814,Pune
CUST-00797,Jyoti Shah,54,Female,Single,1064000,Salaried Corporate,761,Jaipur
CUST-00798,Mayank Jain,58,Male,Married,1087000,Salaried Corporate,619,Bengaluru
CUST-00799,Lokesh Kulkarni,53,Male,Married,957000,Salaried Corporate,770,Ahmedabad
CUST-00800,Shreyas Reddy,44,Male,Married,969000,Salaried Corporate,795,Jaipur
CUST-00801,Varsha Dhawan,35,Female,Single,706000,Government Employee,725,Kolkata
CUST-00802,Lokesh Pandey,50,Male,Divorced,676000,Self-Employed Professional,850,Pune
CUST-00803,Vaishali Malhotra,62,Female,Divorced,2148000,Business Owner,733,Jaipur
CUST-00804,Rani Naidu,37,Female,Married,533000,Salaried Corporate,740,Ahmedabad
CUST-00805,Dinesh Desai,25,Male,Single,240000,Salaried Corporate,619,Ahmedabad
CUST-00806,Monika Kulkarni,49,Female,Married,1056000,Salaried Corporate,682,Chennai
CUST-00807,Sanjay Choudhary,24,Male,Married,459000,Salaried Corporate,777,Delhi NCR
CUST-00808,Shreya Goel,30,Female,Married,1052000,Business Owner,762,Hyderabad
CUST-00809,Vaibhav Patel,37,Male,Married,1146000,Self-Employed Professional,678,Mumbai
CUST-00810,Vikas Deshmukh,30,Male,Married,781000,Salaried Corporate,817,Lucknow
CUST-00811,Dhruv Mishra,37,Male,Married,528000,Government Employee,706,Pune
CUST-00812,Yogesh Shah,40,Male,Divorced,1069000,Salaried Corporate,631,Lucknow
CUST-00813,Aman Shinde,44,Male,Single,1018000,Government Employee,726,Mumbai
CUST-00814,Jatin Yadav,25,Male,Single,362000,Salaried Corporate,796,Chennai
CUST-00815,Aman Mishra,54,Male,Single,1240000,Government Employee,776,Lucknow
CUST-00816,Shikha Mishra,26,Female,Married,1034000,Business Owner,687,Ahmedabad
CUST-00817,Dhruv Sharma,22,Male,Single,656000,Salaried Corporate,659,Lucknow
CUST-00818,Geeta Khanna,33,Female,Married,846000,Self-Employed Professional,653,Mumbai
CUST-00819,Shashank Nair,63,Male,Married,991000,Government Employee,666,Chennai
CUST-00820,Lokesh Reddy,63,Male,Single,1163000,Salaried Corporate,732,Hyderabad
CUST-00821,Alok Joshi,31,Male,Married,895000,Salaried Corporate,669,Jaipur
CUST-00822,Vivek Jain,67,Male,Single,904000,Government Employee,782,Ahmedabad
CUST-00823,Aniket Bansal,43,Male,Married,725000,Self-Employed Professional,850,Hyderabad
CUST-00824,Girish Gupta,36,Male,Married,868000,Self-Employed Professional,724,Delhi NCR
CUST-00825,Rani Menon,51,Female,Married,1374000,Salaried Corporate,827,Chennai
CUST-00826,Muskan Gupta,31,Female,Single,678000,Salaried Corporate,850,Bengaluru
CUST-00827,Mayank Mukherjee,36,Male,Divorced,1307000,Business Owner,639,Mumbai
CUST-00828,Chhavi Rao,28,Female,Divorced,501000,Salaried Corporate,593,Kolkata
CUST-00829,Saurabh Choudhary,24,Male,Married,270000,Government Employee,850,Hyderabad
CUST-00830,Utkarsh Menon,60,Male,Married,1350000,Self-Employed Professional,600,Jaipur
CUST-00831,Ekta Pillai,24,Female,Married,571000,Government Employee,690,Lucknow
CUST-00832,Kshitij Garg,45,Male,Married,1610000,Salaried Corporate,572,Lucknow
CUST-00833,Naveen Aggarwal,23,Male,Married,552000,Salaried Corporate,672,Bengaluru
CUST-00834,Saurabh Choudhary,52,Male,Single,951000,Salaried Corporate,769,Lucknow
CUST-00835,Hari Sharma,23,Male,Married,889000,Salaried Corporate,679,Lucknow
CUST-00836,Nishant Desai,47,Male,Married,777000,Self-Employed Professional,650,Lucknow
CUST-00837,Harish Bansal,49,Male,Married,1123000,Business Owner,742,Mumbai
CUST-00838,Rajesh Mehra,52,Male,Married,1302000,Salaried Corporate,614,Delhi NCR
CUST-00839,Bhavesh Kapoor,39,Male,Single,830000,Salaried Corporate,693,Hyderabad
CUST-00840,Bhumika Bansal,41,Female,Divorced,767000,Salaried Corporate,727,Kolkata
CUST-00841,Nitin Shah,25,Male,Married,240000,Salaried Corporate,787,Ahmedabad
CUST-00842,Manisha Malhotra,38,Female,Single,940000,Business Owner,850,Hyderabad
CUST-00843,Sanjana Gill,48,Female,Married,1023000,Salaried Corporate,786,Bengaluru
CUST-00844,Nikita Joshi,62,Female,Married,894000,Government Employee,713,Lucknow
CUST-00845,Yashika Sharma,42,Female,Single,890000,Self-Employed Professional,696,Jaipur
CUST-00846,Pradeep Deshmukh,41,Male,Married,639000,Government Employee,850,Ahmedabad
CUST-00847,Deepak Grover,26,Male,Married,662000,Salaried Corporate,768,Chennai
CUST-00848,Gaurav Kapoor,21,Male,Married,562000,Government Employee,797,Jaipur
CUST-00849,Sonam Kulkarni,25,Female,Married,485000,Self-Employed Professional,795,Ahmedabad
CUST-00850,Neha Deshmukh,61,Female,Single,972000,Salaried Corporate,850,Kolkata
CUST-00851,Manish Chawla,32,Male,Married,1085000,Salaried Corporate,686,Chennai
CUST-00852,Jatin Jain,46,Male,Married,1266000,Government Employee,754,Lucknow
CUST-00853,Gayatri Grover,66,Female,Single,1615000,Salaried Corporate,672,Bengaluru
CUST-00854,Praveen Khanna,54,Male,Married,1379000,Salaried Corporate,774,Chennai
CUST-00855,Shashank Gill,34,Male,Married,691000,Salaried Corporate,780,Hyderabad
CUST-00856,Inderjeet Gill,46,Male,Married,1167000,Salaried Corporate,787,Pune
CUST-00857,Bhavna Das,65,Female,Married,1244000,Salaried Corporate,764,Kolkata
CUST-00858,Pradeep Singh,47,Male,Married,1001000,Self-Employed Professional,769,Kolkata
CUST-00859,Vineet Pandey,29,Male,Married,687000,Self-Employed Professional,756,Jaipur
CUST-00860,Vandana Pillai,46,Female,Married,1111000,Business Owner,783,Jaipur
CUST-00861,Vivek Chatterjee,67,Male,Married,1206000,Salaried Corporate,761,Chennai
CUST-00862,Nisha Das,42,Female,Single,883000,Salaried Corporate,800,Chennai
CUST-00863,Ishaan Kulkarni,67,Male,Divorced,744000,Salaried Corporate,741,Delhi NCR
CUST-00864,Bhavesh Pillai,50,Male,Married,1187000,Business Owner,682,Ahmedabad
CUST-00865,Ankita Grover,63,Female,Married,1017000,Salaried Corporate,675,Bengaluru
CUST-00866,Riya Grover,37,Female,Married,967000,Business Owner,635,Mumbai
CUST-00867,Alok Banerjee,46,Male,Married,1027000,Salaried Corporate,815,Hyderabad
CUST-00868,Manoj Dhawan,56,Male,Single,1057000,Self-Employed Professional,752,Pune
CUST-00869,Rani Mehta,21,Female,Married,491000,Self-Employed Professional,639,Bengaluru
CUST-00870,Aarav Sen,28,Male,Divorced,414000,Salaried Corporate,693,Kolkata
CUST-00871,Ashi Gupta,55,Female,Single,792000,Self-Employed Professional,850,Pune
CUST-00872,Prerna Deshmukh,35,Female,Married,807000,Salaried Corporate,754,Lucknow
CUST-00873,Varun Kumar,67,Male,Married,1793000,Business Owner,680,Pune
CUST-00874,Archana Nair,42,Female,Divorced,1194000,Business Owner,762,Chennai
CUST-00875,Lokesh Khanna,34,Male,Single,894000,Salaried Corporate,735,Chennai
CUST-00876,Ekta Choudhary,46,Female,Single,1004000,Self-Employed Professional,682,Jaipur
CUST-00877,Rakesh Chawla,48,Male,Single,703000,Salaried Corporate,831,Bengaluru
CUST-00878,Sanjana Malhotra,43,Female,Married,783000,Salaried Corporate,691,Ahmedabad
CUST-00879,Vaishali Trivedi,34,Female,Divorced,613000,Salaried Corporate,735,Kolkata
CUST-00880,Prerna Pandey,44,Female,Married,743000,Salaried Corporate,848,Jaipur
CUST-00881,Rani Das,22,Female,Divorced,855000,Salaried Corporate,741,Pune
CUST-00882,Jatin Sharma,65,Male,Married,864000,Self-Employed Professional,841,Kolkata
CUST-00883,Aditya Joshi,46,Male,Married,1020000,Self-Employed Professional,669,Ahmedabad
CUST-00884,Vaishali Mehra,34,Female,Single,1128000,Business Owner,734,Jaipur
CUST-00885,Payal Jain,27,Female,Married,595000,Self-Employed Professional,725,Ahmedabad
CUST-00886,Sapna Naidu,23,Female,Single,746000,Business Owner,850,Delhi NCR
CUST-00887,Meenal Garg,67,Female,Married,1417000,Salaried Corporate,713,Chennai
CUST-00888,Chirag Gupta,43,Male,Single,942000,Salaried Corporate,850,Hyderabad
CUST-00889,Rakesh Dutta,66,Male,Single,1069000,Government Employee,699,Hyderabad
CUST-00890,Aditya Shah,63,Male,Married,1121000,Salaried Corporate,724,Jaipur
CUST-00891,Bhumika Roy,67,Female,Married,1373000,Salaried Corporate,850,Kolkata
CUST-00892,Aman Shah,65,Male,Single,1186000,Salaried Corporate,792,Chennai
CUST-00893,Rashmi Arora,38,Female,Married,686000,Salaried Corporate,665,Delhi NCR
CUST-00894,Varun Goel,58,Male,Married,1541000,Government Employee,850,Mumbai
CUST-00895,Alok Trivedi,55,Male,Married,1050000,Self-Employed Professional,678,Lucknow
CUST-00896,Manish Jain,35,Male,Married,654000,Salaried Corporate,766,Hyderabad
CUST-00897,Vivek Reddy,45,Male,Married,1196000,Government Employee,766,Jaipur
CUST-00898,Nisha Shah,57,Female,Divorced,1165000,Self-Employed Professional,708,Hyderabad
CUST-00899,Dinesh Shinde,48,Male,Single,1195000,Business Owner,740,Delhi NCR
CUST-00900,Jatin Khanna,30,Male,Single,299000,Salaried Corporate,690,Ahmedabad
CUST-00901,Lalit Kumar,59,Male,Single,1394000,Salaried Corporate,603,Chennai
CUST-00902,Isha Yadav,37,Female,Married,559000,Salaried Corporate,714,Mumbai
CUST-00903,Ruchi Banerjee,59,Female,Married,1377000,Business Owner,691,Hyderabad
CUST-00904,Aman Naidu,42,Male,Married,644000,Salaried Corporate,802,Lucknow
CUST-00905,Payal Das,46,Female,Single,1509000,Business Owner,620,Pune
CUST-00906,Rakesh Khanna,64,Male,Married,1156000,Salaried Corporate,734,Mumbai
CUST-00907,Piyush Bansal,45,Male,Married,1144000,Salaried Corporate,850,Delhi NCR
CUST-00908,Shikha Shah,37,Female,Single,571000,Government Employee,809,Jaipur
CUST-00909,Jatin Joshi,33,Male,Married,1261000,Salaried Corporate,606,Mumbai
CUST-00910,Garima Grover,40,Female,Married,1302000,Salaried Corporate,665,Ahmedabad
CUST-00911,Alok Banerjee,45,Male,Married,1009000,Government Employee,715,Jaipur
CUST-00912,Riya Banerjee,24,Female,Single,547000,Salaried Corporate,680,Delhi NCR
CUST-00913,Dhruv Malhotra,30,Male,Married,517000,Salaried Corporate,775,Delhi NCR
CUST-00914,Lipika Goel,23,Female,Single,723000,Salaried Corporate,758,Kolkata
CUST-00915,Bhavna Arora,61,Female,Married,991000,Self-Employed Professional,705,Lucknow
CUST-00916,Praveen Joshi,65,Male,Single,1292000,Salaried Corporate,707,Jaipur
CUST-00917,Harish Kumar,38,Male,Divorced,562000,Government Employee,786,Lucknow
CUST-00918,Piyush Patil,67,Male,Single,1313000,Salaried Corporate,836,Jaipur
CUST-00919,Amrita Singh,56,Female,Single,562000,Salaried Corporate,850,Bengaluru
CUST-00920,Yogesh Dhawan,67,Male,Divorced,1449000,Salaried Corporate,820,Kolkata
CUST-00921,Inderjeet Nair,42,Male,Married,544000,Salaried Corporate,728,Chennai
CUST-00922,Nikita Joshi,54,Female,Married,1214000,Salaried Corporate,750,Ahmedabad
CUST-00923,Inderjeet Garg,67,Male,Single,1544000,Government Employee,755,Ahmedabad
